code,name,city,country,timezone,city_code
ATP,Airstrip,,PG,Pacific/Port_Moresby,ATP
ATQ,Sri Guru Ram Dass Jee International Airport,Raja Sansi,IN,Asia/Kolkata,ATQ
ATR,Mouakchott,Atar,MR,Africa/Nouakchott,ATR
ATS,Artesia,Artesia,US,America/Denver,ATS
ATT,Atmautluak Airport,,US,America/Nome,ATT
ATU,Casco Cove,,US,America/Adak,ATU
ATV,Ati,Ati,TD,Africa/Ndjamena,ATV
ATW,Outagamie County Regional Airport,Menasha,US,America/Chicago,ATW
ATX,Atbasar,Atbasar,KZ,Asia/Almaty,ATX
ATY,Watertown Airport,Watertown,US,America/Chicago,ATY
ATZ,Assiut Airport,Asyut,EG,Africa/Cairo,ATZ
AUA,Reina Beatrix International Airport,Oranjestad,AW,America/Aruba,AUA
AUB,Itauba Airport,Itauba,BR,America/Cuiaba,AUB
AUC,Arauca Airport,Arauca,CO,America/Bogota,AUC
AUD,Augustus Downs,,AU,Australia/Brisbane,AUD
AUE,Abu Rudeis,,EG,Africa/Cairo,AUE
AUF,Auxerre Branches,Appoigny,FR,Europe/Paris,AUF
AUG,Augusta Airport,Augusta,US,America/New_York,AUG
AUH,Abu Dhabi International Airport,,AE,Asia/Dubai,AUH
AUI,Aua Island,,PG,Pacific/Port_Moresby,AUI
AUJ,Ambunti,,PG,Pacific/Port_Moresby,AUJ
AUK,Alakanuk Airport,,US,America/Nome,AUK
AUL,Aur Island,Aur,MH,Pacific/Majuro,AUL
AUM,Austin,Austin,US,America/Chicago,AUM
AUN,Auburn,Auburn,US,America/Los_Angeles,AUN
AUO,Auburn-Opelika,Auburn,US,America/Chicago,AUO
AUP,Agaun,,PG,Pacific/Port_Moresby,AUP
AUQ,Hiva Oa Airport,,PF,Pacific/Marquesas,AUQ
AUR,Aurillac Airport,Aurillac,FR,Europe/Paris,AUR
AUS,Austin-Bergstrom International Airport,Hornsby Bend,US,America/Chicago,AUS
AUT,Atauro,,ID,Asia/Dili,AUT
AUU,Aurukun Mission,,AU,Australia/Brisbane,AUU
AUV,Aumo,,PG,Pacific/Port_Moresby,AUV
AUW,Municipal,Schofield,US,America/Chicago,AUW
AUX,Araguaina Airport,Araguaina,BR,America/Araguaina,AUX
AUY,Aneityum,,VU,Pacific/Efate,AUY
AUZ,Municipal Airport,Aurora,US,America/Chicago,AUZ
AVA,An Shun/Huang Guo Shu Airport,Anshun,CN,Asia/Chongqing,AVA
AVB,Aviano,Roveredo in Piano,IT,Europe/Rome,AVB
AVG,Auvergne,,AU,Australia/Darwin,AVG
AVI,Maximo Gomez,Ciro Redondo,CU,America/Havana,AVI
AVK,Arvaikheer,Arvayheer,MN,Asia/Ulaanbaatar,AVK
AVL,Asheville Regional Airport,Fletcher,US,America/New_York,AVL
AVN,Avignon-Caumont Airport,Noves,FR,Europe/Paris,AVN
AVO,Municipal,Avon Park,US,America/New_York,AVO
AVP,Wilkes-Barre/Scranton International Airport,Avoca,US,America/New_York,AVP
AVR,Alverca,Sobralinho,PT,Europe/Lisbon,AVR
AVU,Avu Avu,,SB,Pacific/Guadalcanal,AVU
AVV,Avalon Airport,Little River,AU,Australia/Melbourne,MEL
AVW,Avra Valley,Marana,US,America/Phoenix,TUS
AVX,Avalon Bay,,US,America/Los_Angeles,AVX
AWA,Awassa,Hawassa,ET,Africa/Addis_Ababa,AWA
AWB,Awaba Airport,Awaba,PG,Pacific/Port_Moresby,AWB
AWD,Aniwa,,VU,Pacific/Efate,AWD
AWE,Alowe,,GA,Africa/Libreville,AWE
AWK,Wake Island,,UM,Pacific/Wake,AWK
AWM,Municipal,West Memphis,US,America/Chicago,AWM
AWN,Alton Downs,,AU,Australia/Adelaide,AWN
AWP,Austral Downs Airport,,AU,Australia/Darwin,AWP
AWR,Awar,,PG,Pacific/Port_Moresby,AWR
AWZ,Ahwaz Airport,Ahvaz,IR,Asia/Tehran,AWZ
AXA,Clayton J. Lloyd International Airport,The Valley,AI,America/Anguilla,AXA
AXB,Alexandria Bay,Alexandria Bay,US,America/New_York,AXB
AXC,Aramac,,AU,Australia/Brisbane,AXC
AXD,Demokritos Airport,Alexandroupoli,GR,Europe/Athens,AXD
AXE,Xanxere,Xanxere,BR,America/Sao_Paulo,AXE
AXF,Alxa Left Banner,Bayan Hot,CN,Asia/Chongqing,AXF
AXG,Algona,Algona,US,America/Chicago,AXG
AXJ,Amakusa,Hondo,JP,Asia/Tokyo,AXJ
AXK,Ataq,,YE,Asia/Aden,AXK
AXL,Alexandria,,AU,Australia/Darwin,AXL
AXM,El Eden Airport,La Tebaida,CO,America/Bogota,AXM
AXN,Alexandria,Alexandria,US,America/Chicago,AXN
AXO,Bandar Udara Pantar,Pantar,ID,Asia/Makassar,AXO
AXP,Springpoint Airport,Masons Bay,BS,America/Nassau,AXP
AXR,Arutua Airport,Arutua,PF,Pacific/Tahiti,AXR
AXS,Municipal,,US,America/Chicago,LTS
AXT,Akita Airport,Akita,JP,Asia/Tokyo,AXT
AXU,Axum Airport,Aksum,ET,Africa/Addis_Ababa,AXU
AXV,Neil Armstrong,Wapakoneta,US,America/New_York,AXV
AXX,Angel Fire,Angel Fire,US,America/Denver,AXX
AYA,Ayapel,Ayapel,CO,America/Bogota,AYA
AYC,Ayacucho,Pelaya,CO,America/Bogota,AYC
AYD,Alroy Downs,,AU,Australia/Darwin,AYD
AYE,AAF Heliport,Ayer,US,America/New_York,AYE
AYG,Yaguara,,CO,America/Bogota,AYG
AYI,Yari,,CO,America/Bogota,AYI
AYK,Arkalyk,Arkalyk,KZ,Asia/Qyzylorda,AYK
AYL,Anthony Lagoon,,AU,Australia/Darwin,AYL
AYM,Yas Island SPB,,AE,Asia/Dubai,AUH
AYN,Anyang Airport,Anyang,CN,Asia/Shanghai,AYN
AYO,Ayolas,Ayolas,PY,America/Asuncion,AYO
AYP,Yanamilla Airport,Carmen Alto,PE,America/Lima,AYP
AYQ,Connellan Airport,,AU,Australia/Darwin,AYQ
AYR,Ayr,Ayr,AU,Australia/Brisbane,AYR
AYS,Ware County,Deenwood,US,America/New_York,AYS
AYT,Antalya Airport,Aksu,TR,Europe/Istanbul,AYT
AYU,Aiyura,,PG,Pacific/Port_Moresby,AYU
AYW,Ayawasi,Aifat,ID,Asia/Jayapura,AYW
AYX,Gerardo Pérez Pinedo,Puerto Ocopa,PE,America/Lima,AYX
AYY,Arugam Bay SPB,,LK,Asia/Colombo,AYY
AYZ,Zahns,Amityville,US,America/New_York,AYZ
AZA,Phoenix-Mesa Gateway Airport,Queen Creek,US,America/Phoenix,PHX
AZB,Amazon Bay,,PG,Pacific/Port_Moresby,AZB
AZD,Yazd Airport,Yazd,IR,Asia/Tehran,AZD
AZG,Apatzingan,Apatzingan,MX,America/Mexico_City,AZG
AZI,Bateen,,AE,Asia/Dubai,AUH
AZJ,Zhenjiang Dalu,Changzhou,CN,Asia/Shanghai,AZJ
AZL,Fazenda Tucunare Airport,,BR,America/Cuiaba,AZL
AZN,Andizhan Airport,Andijon,UZ,Asia/Tashkent,AZN
AZO,Kalamazoo Battle Creek International Airport,Portage,US,America/Detroit,AZO
AZP,Atizapan,Iztacalco,MX,America/Mexico_City,MEX
AZR,Adrar Airport,Adrar,DZ,Africa/Algiers,AZR
AZS,Samaná El Catey International,Sanchez,DO,America/Santo_Domingo,AZS
AZT,Zapatoca,Betulia,CO,America/Bogota,AZT
AZZ,Ambriz,Nzeto,AO,Africa/Luanda,AZZ
BAA,Bialla,,PG,Pacific/Port_Moresby,BAA
BAB,Beale AFB,Marysville,US,America/Los_Angeles,MYV
BAC,Barranca De Upia,Barranca de Upia,CO,America/Bogota,BAC
BAD,Barksdale AFB,Bossier City,US,America/Chicago,SHV
BAE,Barcelonnette,Barcelonnette,FR,Europe/Paris,BAE
BAF,Barnes,Westfield,US,America/New_York,BAF
BAG,Loakan,Tuding,PH,Asia/Manila,BAG
BAH,Bahrain International Airport,Al Muharraq,BH,Asia/Bahrain,BAH
BAI,Buenos Aires,Buenos Aires,CR,America/Costa_Rica,BAI
BAJ,Bali,,PG,Pacific/Port_Moresby,BAJ
BAL,Batman Airport,Yenikoy,TR,Europe/Istanbul,BAL
BAM,Lander County,Battle Mountain,US,America/Los_Angeles,BAM
BAN,Basongo,,CD,Africa/Lubumbashi,BAN
BAO,Udorn,,TH,Asia/Bangkok,BAO
BAP,Baibara,,PG,Pacific/Port_Moresby,BAP
BAQ,E Cortissoz Airport,Malambo,CO,America/Bogota,BAQ
BAR,Baker AAF,,US,America/Sitka,BAR
BAS,Balalae,,SB,Pacific/Guadalcanal,BAS
BAT,Airport Chafei Amsei,Barretos,BR,America/Sao_Paulo,BAT
BAU,Bauru Airport,Bauru,BR,America/Sao_Paulo,BRI
BAV,Baotou Airport,Shulinzhao,CN,Asia/Chongqing,BAV
BAW,Biawonque,,GA,Africa/Libreville,BAW
BAX,Barnaul Gherman Titov International Airport,Gon'ba,RU,Asia/Omsk,BAX
BAY,Baia Mare,Tautii Magherus,RO,Europe/Bucharest,BAY
BAZ,Barbelos,Barcelos,BR,America/Manaus,BAZ
BBA,Teniente Vidal Airport,,CL,America/Santiago,BBA
BBB,Benson Municipal Airport,Benson,US,America/Chicago,BBB
BBC,Bay City,Bay City,US,America/Chicago,BBC
BBD,Curtis Field,Brady,US,America/Chicago,BBD
BBF,Burlington,Burlington,US,America/New_York,BBF
BBG,Butaritari,,KI,Pacific/Tarawa,BBG
BBH,Barth,,DE,Europe/Berlin,BBH
BBI,Biju Patnaik International Airport,Bhubaneshwar,IN,Asia/Kolkata,BBI
BBJ,Bitburg Air Base,Bitburg,DE,Europe/Berlin,BBJ
BBK,Kasane Airport,Kasane,BW,Africa/Gaborone,BBK
BBL,Ballera Airport,,AU,Australia/Brisbane,BBL
BBM,Battambang,Battambang,KH,Asia/Phnom_Penh,BBM
BBN,Bario Airport,,MY,Asia/Kuching,BBN
BBO,Berbera,Berbera,SO,Africa/Mogadishu,BBO
BBP,Bembridge,,GB,Europe/London,BBP
BBQ,Barbuda,Codrington,AG,America/Antigua,BBQ
BBR,Baillif,Baillif,GP,America/Guadeloupe,BBR
BBS,Blackbushe,Yateley,GB,Europe/London,BBS
BBT,Berberati,Berberati,CF,Africa/Bangui,BBT
BBU,Baneasa,,RO,Europe/Bucharest,BUH
BBV,Hkg,,CI,Africa/Abidjan,BBV
BBW,Broken Bow,Broken Bow,US,America/Chicago,BBW
BBX,Wings Field,Blue Bell,US,America/New_York,BBX
BBY,Bambari,Bambari,CF,Africa/Bangui,BBY
BBZ,Zambezi,,ZM,Africa/Lusaka,BBZ
BCA,Baracoa,Baracoa,CU,America/Havana,BCA
BCB,Virginia Tech,Blacksburg,US,America/New_York,BCB
BCC,Bear Creek,Red Lodge,US,America/Anchorage,BCC
BCD,Bacolod-Silay International Airport,Bacolod City,PH,Asia/Manila,BCD
BCE,Bryce,,US,America/Denver,BCE
BCF,Bouca,Bouca,CF,Africa/Bangui,BCF
BCG,Bemichi,,GY,America/Guyana,BCG
BCH,Cakung International,Baucau,TL,Asia/Dili,BCH
BCI,Barcaldine Airport,,AU,Australia/Brisbane,BCI
BCJ,Baca Grande,Buena Vista,US,America/Denver,BCJ
BCK,Bolwarra,Atherton,AU,Australia/Brisbane,BCK
BCL,Barra Colorado,Matina,CR,America/Costa_Rica,BCL
BCM,Bacau Airport,Margineni-Munteni,RO,Europe/Bucharest,BCM
BCN,Barcelona-El Prat Airport,El Prat de Llobregat,ES,Europe/Madrid,BCN
BCO,Jinka,,ET,Africa/Addis_Ababa,BCO
BCP,Bambu,,PG,Pacific/Port_Moresby,BCP
BCQ,Brack,Brak,LY,Africa/Tripoli,BCQ
BCR,Boca Do Acre,Boca do Acre,BR,America/Manaus,BCR
BCS,Southern Seaplane,,US,America/Chicago,BCS
BCT,Public,Boca Raton,US,America/New_York,BCT
BCU,Bauchi,Bauchi,NG,Africa/Lagos,BCU
BCV,Belmopan,,BZ,America/Belize,BCV
BCW,Benguera Island,,MZ,Africa/Maputo,BCW
BCX,Beloreck,Lomovka,RU,Asia/Yekaterinburg,BCX
BCY,Bulchi,Felege Neway,ET,Africa/Addis_Ababa,BCY
BCZ,Bickerton Island,,AU,Australia/Darwin,BCZ
BDA,L.F. Wade International Airport,,BM,Atlantic/Bermuda,BDA
BDB,Bundaberg Airport,Thabeban,AU,Australia/Brisbane,BDB
BDC,Barra Do Corda,Barra do Corda,BR,America/Fortaleza,BDC
BDD,Badu Island,,AU,Australia/Brisbane,BDD
BDE,Baudette,,US,America/Chicago,BDE
BDF,Rinkenberger,Wyoming,US,America/Chicago,BDF
BDG,Blanding,Blanding,US,America/Denver,BDG
BDH,Bandar Lengeh,Bandar-e Lengeh,IR,Asia/Tehran,BDH
BDI,Bird Island,Bel Ombre,SC,Indian/Mahe,BDI
BDJ,Syamsudin Noor International Airport,Banjarbaru,ID,Asia/Makassar,BDJ
BDK,Bondoukou,Bondoukou,CI,Africa/Abidjan,BDK
BDL,Bradley International Airport,Windsor Locks,US,America/New_York,BDL
BDM,Bandirma,Bandirma,TR,Europe/Istanbul,BDM
BDN,Talhar,Badin,PK,Asia/Karachi,BDN
BDO,Husein Sastranegara Airport,Bandung,ID,Asia/Jakarta,BDO
BDP,Bhadrapur Airport,Bhadrapur,NP,Asia/Kathmandu,BDP
BDQ,Vadodara Airport,Vadodara,IN,Asia/Kolkata,BDQ
BDR,Igor I. Sikorsky Memorial,,US,America/New_York,BDR
BDS,Brindisi - Salento Airport,Materdomini,IT,Europe/Rome,BDS
BDT,Gbadolite,Ouango,CD,Africa/Kinshasa,BDT
BDU,Bardufoss Airport,Moen,NO,Europe/Oslo,BDU
BDV,Moba,Karema,CD,Africa/Lubumbashi,BDV
BDW,Bedford Downs,,AU,Australia/Perth,BDW
BDX,Broadus,Broadus,US,America/Denver,BDX
BDY,State,Bandon,US,America/Los_Angeles,BDY
BDZ,Baindoung,,PG,Pacific/Port_Moresby,BDZ
BEA,Bereina,,PG,Pacific/Port_Moresby,BEA
BEB,Benbecula Airport,Benbecula,GB,Europe/London,BEB
BEC,Beech,,US,America/Chicago,ICT
BED,Hanscom Field,Bedford,US,America/New_York,BED
BEE,Beagle Bay,,AU,Australia/Perth,BEE
BEF,Bluefields,Bluefields,NI,America/Managua,BEF
BEG,Belgrad Nikola Tesla Airport,Surcin,RS,Europe/Belgrade,BEG
BEH,Ross Field,Benton Heights,US,America/Detroit,BEH
BEI,Beica,Asosa,ET,Africa/Addis_Ababa,BEI
BEJ,Kalimarau Airport,,ID,Asia/Makassar,BEJ
BEK,Bareli,Rae Bareli,IN,Asia/Kolkata,BEK
BEL,Val De Cans International Airport,Belem,BR,America/Belem,BEL
BEM,Beni Mellal Airport,Beni Mellal,MA,Africa/Casablanca,BEM
BEN,Benina International,Benghazi,LY,Africa/Tripoli,BEN
BEO,Belmont,Belmont,AU,Australia/Sydney,NTL
BEP,Bellary,Bellary,IN,Asia/Kolkata,BEP
BEQ,Honington,Thetford,GB,Europe/London,BEQ
BER,Berlin Brandenburg Airport,,DE,Europe/Berlin,BER
BES,Brest Bretagne Airport,Guipavas,FR,Europe/Paris,BES
BET,Bethel Airport,,US,America/Anchorage,BET
BEU,Bedourie,,AU,Australia/Brisbane,BEU
BEV,Beer Sheba,Beersheba,IL,Asia/Jerusalem,BEV
BEW,Beira Airport,,MZ,Africa/Maputo,BEW
BEX,Benson RAF Station,Benson,GB,Europe/London,BEX
BEY,Beirut-Rafic Hariri International Airport,Baabda,LB,Asia/Beirut,BEY
BEZ,Beru,,KI,Pacific/Tarawa,BEZ
BFA,Bahia Negra,,PY,America/Asuncion,BFA
BFB,Blue Fox Bay,,US,America/Anchorage,BFB
BFC,Bloomfield,,AU,Australia/Brisbane,BFC
BFD,Bradford Airport,Bradford,US,America/New_York,BFD
BFE,Bielefeld,Bielefeld,DE,Europe/Berlin,BFE
BFF,Western Nebraska Regional Airport,Terrytown,US,America/Denver,BFF
BFG,Bullfrog Basin,,US,America/Denver,BFG
BFH,Bacacheri,Curitiba,BR,America/Sao_Paulo,BFH
BFI,Boeing Field International Airport,Boulevard Park,US,America/Los_Angeles,SEA
BFJ,Bijie Airport,Bijie,CN,Asia/Chongqing,BFJ
BFK,Buffalo Municipal Airport,Aurora,US,America/Denver,DEN
BFL,Meadows Field Airport,Oildale,US,America/Los_Angeles,BFL
BFM,Mobile Downtown Airport,,US,America/Chicago,MOB
BFN,Bram Fischer International Airport,Bloemfontein,ZA,Africa/Johannesburg,BFN
BFO,Buffalo Range,,ZW,Africa/Harare,BFO
BFP,Beaver Falls,West Mayfield,US,America/New_York,BFP
BFQ,Bahia Pinas,,PA,America/Panama,BFQ
BFR,Virgil I Grissom Municipalcipal,Bedford,US,America/Indiana/Indianapolis,BFR
BFS,Belfast International Airport,Antrim,GB,Europe/London,BFS
BFT,County,Beaufort,US,America/New_York,BFT
BFU,Bengbu,Bengbu,CN,Asia/Shanghai,BFU
BFV,Buri Ram Airport,Satuek,TH,Asia/Bangkok,BFV
BFW,Sidi Belabbes,Sidi Bel Abbes,DZ,Africa/Algiers,BFW
BFX,Bafoussam,Bafoussam,CM,Africa/Douala,BFX
BGA,Palonegro International Airport,Lebrija,CO,America/Bogota,BGA
BGB,Booue,,GA,Africa/Libreville,BGB
BGC,Braganca Airport,Braganca,PT,Europe/Lisbon,BGC
BGD,Borger,Borger,US,America/Chicago,BGD
BGE,Decatur County,Bainbridge,US,America/New_York,BGE
BGF,Bangui Airport,Bangui,CF,Africa/Bangui,BGF
BGG,Bingol Airport,,TR,Europe/Istanbul,BGG
BGH,Abbaye,Golere,MR,Africa/Nouakchott,BGH
BGI,Grantley Adams International Airport,,BB,America/Barbados,BGI
BGJ,Borgarfjordur Eystri,,IS,Atlantic/Reykjavik,BGJ
BGK,Big Creek,,BZ,America/Belize,BGK
BGL,Baglung,Baglung,NP,Asia/Kathmandu,BGL
BGM,Greater Binghamton Airport,Johnson City,US,America/New_York,BGM
BGN,Belaya Gora Airport,Belaya Gora,RU,Asia/Srednekolymsk,BGN
BGO,Bergen Airport,Ytrebygda,NO,Europe/Oslo,BGO
BGP,Bongo,,GA,Africa/Libreville,BGP
BGQ,Big Lake,,US,America/Anchorage,BGQ
BGR,Bangor International Airport,Bangor,US,America/New_York,BGR
BGS,Webb AFB,,US,America/Chicago,HCA
BGT,Bagdad,Bagdad,US,America/Phoenix,BGT
BGU,Bangassou,,CF,Africa/Bangui,BGU
BGV,Bento Goncalves,Bento Goncalves,BR,America/Sao_Paulo,BGV
BGW,Baghdad International Airport,Abu Ghurayb,IQ,Asia/Baghdad,BGW
BGX,Airport Cmdt. Gustavo Kraemer,Bage,BR,America/Sao_Paulo,BGX
BGY,Orio al Serio International Airport,Orio al Serio,IT,Europe/Rome,MIL
BGZ,Braga,Braga,PT,Europe/Lisbon,BGZ
BHA,Bahia De Caraquez,Bahia de Caraquez,EC,America/Guayaquil,BHA
BHB,Bar Harbor Airport,Trenton,US,America/New_York,BHB
BHC,Bhurban Heliport,Murree,PK,Asia/Karachi,BHC
BHD,George Best Belfast City Airport,Castlereagh,GB,Europe/London,BFS
BHE,Woodbourne Airport,Blenheim,NZ,Pacific/Auckland,BHE
BHF,Bahia Cupica,,CO,America/Bogota,BHF
BHG,Brus Laguna,Brus Laguna,HN,America/Tegucigalpa,BHG
BHH,Bisha Airport,Qal`at Bishah,SA,Asia/Riyadh,BHH
BHI,Comandante Airport,Bahia Blanca,AR,America/Argentina/Buenos_Aires,BHI
BHJ,Rudra Mata Airport,Bhuj,IN,Asia/Kolkata,BHJ
BHK,Bukhara Airport,Bukhara,UZ,Asia/Samarkand,BHK
BHL,Bahia Angeles,,MX,America/Santa_Isabel,BHL
BHM,Birmingham-Shuttlesworth International Airport,Tarrant,US,America/Chicago,BHM
BHN,Beihan,Bayhan,YE,Asia/Aden,BHN
BHO,Raja Bhoj Airport,Bhopal,IN,Asia/Kolkata,BHO
BHP,Bhojpur,,NP,Asia/Kathmandu,BHP
BHQ,Broken Hill Airport,,AU,Australia/Broken_Hill,BHQ
BHR,Bharatpur Airport,,NP,Asia/Kathmandu,BHR
BHS,Raglan Airport,Kelso,AU,Australia/Sydney,BHS
BHT,Brighton Downs,,AU,Australia/Brisbane,BHT
BHU,Bhavnagar Airport,Bhavnagar,IN,Asia/Kolkata,BHU
BHV,Bahawalpur Airport,Bahawalpur,PK,Asia/Karachi,BHV
BHW,Bhagatanwala Airport,,PK,Asia/Karachi,SGI
BHX,Birmingham International Airport,Bickenhill,GB,Europe/London,BHX
BHY,Beihai Fucheng Airport,Beihai,CN,Asia/Chongqing,BHY
BIA,Bastia Poretta Airport,Borgo,FR,Europe/Paris,BIA
BIB,Baidoa,Baidoa,SO,Africa/Mogadishu,BIB
BIC,Aérodrome de Belle Île,Bangor,FR,Europe/Paris,BIC
BID,Block Island,Charlestown,US,America/New_York,BID
BIE,Beatrice,Beatrice,US,America/Chicago,BIE
BIF,Biggs AAF,El Paso,US,America/Denver,ELP
BIG,Intermediate Field,,US,America/Anchorage,BIG
BIH,Bishop,Bishop,US,America/Los_Angeles,BIH
BII,Enyu Airfield,,MH,Pacific/Majuro,BII
BIJ,Biliau,,PG,Pacific/Port_Moresby,BIJ
BIK,Mokmer Airport,Biak,ID,Asia/Jayapura,BIK
BIL,Billings Logan International Airport,Billings,US,America/Denver,BIL
BIM,Bimini International Airport,,BS,America/Nassau,BIM
BIN,Bamiyan,Bamyan,AF,Asia/Kabul,BIN
BIO,Bilbao Airport,Sondika,ES,Europe/Madrid,BIO
BIP,Bulimba,,AU,Australia/Brisbane,BIP
BIQ,Biarritz - Anglet - Bayonne Airport,Anglet,FR,Europe/Paris,BIQ
BIR,Biratnagar Airport,Jogbani,NP,Asia/Kathmandu,BIR
BIS,Bismarck Airport,Bismarck,US,America/Chicago,BIS
BIT,Baitadi,Mahendranagar,NP,Asia/Kathmandu,BIT
BIU,Bildudalur,,IS,Atlantic/Reykjavik,BIU
BIV,Bria,Bria,CF,Africa/Bangui,BIV
BIW,Billiluna,,AU,Australia/Perth,BIW
BIX,Keesler AFB,Biloxi,US,America/Chicago,BIX
BIY,Bisho,Port Alfred,ZA,Africa/Johannesburg,BIY
BIZ,Bimin,,PG,Pacific/Port_Moresby,BIZ
BJA,Bejaia Airport,Bejaia,DZ,Africa/Algiers,BJA
BJB,Bojnord,Bojnurd,IR,Asia/Tehran,BJB
BJC,Jeffco,Broomfield,US,America/Denver,BJC
BJD,Bakkafjordur,,IS,Atlantic/Reykjavik,BJD
BJE,Baleela,Al Fulah,SD,Africa/Khartoum,BJE
BJF,Batsfjord Airport,Batsfjord,NO,Europe/Oslo,BJF
BJG,Bolaang,,ID,Asia/Makassar,BJG
BJH,Bajhang,,NP,Asia/Kathmandu,BJH
BJI,Bemidji Airport,Bemidji,US,America/Chicago,BJI
BJJ,Wayne County,Wooster,US,America/New_York,BJJ
BJK,Benjina,,ID,Asia/Jayapura,BJK
BJL,Yundum International Airport,Abuko,GM,Africa/Banjul,BJL
BJM,Bujumbura International Airport,Bujumbura,BI,Africa/Bujumbura,BJM
BJN,Bajone,,MZ,Africa/Maputo,BJN
BJO,Bermejo,San Ramon de la Nueva Oran,BO,America/La_Paz,BJO
BJP,Braganca Paulista,Braganca Paulista,BR,America/Sao_Paulo,BJP
BJQ,Bahja Airport,,OM,Asia/Muscat,BJQ
BJR,Bahar Dar Airport,Bahir Dar,ET,Africa/Addis_Ababa,BJR
BJT,Bentota River,Beruwala,LK,Asia/Colombo,BJT
BJU,Bajura Airport,,NP,Asia/Kathmandu,BJU
BJV,Milas-Bodrum Airport,Kiulukioi,TR,Europe/Istanbul,BJV
BJW,Bajawa Soa Airport,Naru,ID,Asia/Makassar,BJW
BJX,Guanajuato International Airport,Colonia Nuevo Mexico,MX,America/Mexico_City,BJX
BJY,Batajnica,Novi Banovci,RS,Europe/Belgrade,BEG
BJZ,Badajoz Airport,Talavera La Real,ES,Europe/Madrid,BJZ
BKA,Bykovo,,RU,Europe/Moscow,MOW
BKB,Bikaner,Bikaner,IN,Asia/Kolkata,BKB
BKC,Buckland Airport,,US,America/Anchorage,BKC
BKD,Stephens County,Breckenridge,US,America/Chicago,BKD
BKE,Baker,Baker City,US,America/Los_Angeles,BKE
BKF,Lake Brooks SPB,,US,America/Anchorage,BKF
BKG,Branson,Hollister,US,America/Chicago,BKG
BKH,Barking Sands PMRF,,US,Pacific/Honolulu,BKH
BKI,Kota Kinabalu International Airport,Putatan,MY,Asia/Kuching,BKI
BKJ,Boke,Boke,GN,Africa/Conakry,BKJ
BKK,Suvarnabhumi Airport,Lat Krabang,TH,Asia/Bangkok,BKK
BKL,Burke Lakefront Airport,Cleveland,US,America/New_York,CLE
BKM,Bakalalan,,MY,Asia/Kuching,BKM
BKN,Balkanabat Airport,Balkanabat,TM,Asia/Ashgabat,BKN
BKO,Bamako-Senou International Airport,Bamako,ML,Africa/Bamako,BKO
BKP,Barkly Downs,,AU,Australia/Brisbane,BKP
BKQ,Blackall Airport,,AU,Australia/Brisbane,BKQ
BKR,Bokoro,Bokoro,TD,Africa/Ndjamena,BKR
BKS,Fatmawati Soekarno Airport,Bengkulu,ID,Asia/Jakarta,BKS
BKT,Blackstone AAF,Blackstone,US,America/New_York,BKT
BKU,Betioky,Betioky,MG,Indian/Antananarivo,BKU
BKV,Bailing Airport,Bailingmiao,CN,Asia/Shanghai,BKV
BKW,Beckley Airport,Daniels,US,America/New_York,BKW
BKX,Brookings,Brookings,US,America/Chicago,BKX
BKY,Kavumu,Bukavu,CD,Africa/Lubumbashi,BKY
BKZ,Bukoba Airport,Bukoba,TZ,Africa/Dar_es_Salaam,BKZ
BLA,General Jose Antonio Anzoategui International Airport,Barcelona,VE,America/Caracas,BLA
BLB,Panama Pacifico Airport,Ancon,PA,America/Panama,BLB
BLC,Bamenda,,CM,Africa/Douala,BLC
BLD,Boulder City,Boulder City,US,America/Los_Angeles,LAS
BLE,Dala Airport,Ornas,SE,Europe/Stockholm,BLE
BLF,Princeton,Bluefield,US,America/New_York,BLF
BLG,Belaga,Data Kakus,MY,Asia/Kuching,BLG
BLH,Blythe,Mesa Verde,US,America/Los_Angeles,BLH
BLI,Bellingham International Airport,Marietta-Alderwood,US,America/Los_Angeles,BLI
BLJ,Batna Airport,Batna,DZ,Africa/Algiers,BLJ
BLK,Blackpool Airport,Great Marton,GB,Europe/London,BLK
BLL,Billund Airport,Billund,DK,Europe/Copenhagen,BLL
BLM,Monmouth Executive Airport,Belmar,US,America/New_York,BLM
BLN,Benalla,Benalla,AU,Australia/Melbourne,BLN
BLO,Blonduos,,IS,Atlantic/Reykjavik,BLO
BLP,Bellavista,Kelluyo,PE,America/Lima,BLP
BLQ,Guglielmo Marconi Airport,Trebbo,IT,Europe/Rome,BLQ
BLR,Kempegowda International Airport,Devanhalli,IN,Asia/Kolkata,BLR
BLS,Bollon,,AU,Australia/Brisbane,BLS
BLT,Blackwater,Blackwater,AU,Australia/Brisbane,BLT
BLU,Blue Canyon,Foresthill,US,America/Los_Angeles,BLU
BLV,Belleville,Lebanon,US,America/Chicago,BLV
BLW,Bellows Field,Waimanalo Beach,US,Pacific/Honolulu,BLW
BLX,Belluno,Belluno,IT,Europe/Rome,BLX
BLY,Belmullet,Belmullet,IE,Europe/Dublin,BLY
BLZ,Chileka Airport,,MW,Africa/Blantyre,BLZ
BMA,Bromma Airport,Bromma,SE,Europe/Stockholm,STO
BMB,Bumba,Bumba,CD,Africa/Kinshasa,BMB
BMC,Brigham City,Brigham City,US,America/Denver,BMC
BMD,Belo,,MG,Indian/Antananarivo,BMD
BME,Broome Airport,,AU,Australia/Perth,BME
BMF,Bakouma,Bangassou,CF,Africa/Bangui,BMF
